"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset"
"cross_batch_effect_pearson_median",0.567307437924108,"higher",3,"correlation","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_mean",17.0637567185413,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_sd",10.9016872132328,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_median",14.0292491589531,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0399209543088014,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0566460908350862,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.00056156721769548,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"runtime_sec",1.26,"lower",1,"seconds","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"drift_profiles_corrected",15,"descriptive",226,"profiles","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"drift_features_corrected",14,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"batch_features_corrected",84,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.048212114848036,"higher",3,"weighted R-squared","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"biological_associated_features",50,"context",339,"feature-variable tests","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.565895348795327,"higher",3,"correlation","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Sacurine"
"heldout_qc_cv_mean",22.5355026694107,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"heldout_qc_cv_sd",8.66456318554009,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"heldout_qc_cv_median",21.1225349510898,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"residual_run_order_gam_mean_deviance",0.0520147926987853,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"residual_run_order_gam_sd_deviance",0.0673011809210797,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"batch_weighted_pc_r2_categorical",0.000737747609499402,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"runtime_sec",0.5,"lower",1,"seconds","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"drift_profiles_corrected",44,"descriptive",226,"profiles","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"drift_features_corrected",37,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"batch_features_corrected",82,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"biological_weighted_pc_r2",0.0457852706905809,"higher",3,"weighted R-squared","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"biological_associated_features",48,"context",339,"feature-variable tests","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"cross_batch_effect_pearson_median",0.537221386297552,"higher",3,"correlation","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Sacurine"
"heldout_qc_cv_mean",38.1138573075774,"lower",113,"percent","","sacurine","raw","Raw","SPLIT10","Sacurine"
"heldout_qc_cv_sd",15.1686345699481,"lower",113,"percent","","sacurine","raw","Raw","SPLIT10","Sacurine"
"heldout_qc_cv_median",36.7798941158265,"lower",113,"percent","","sacurine","raw","Raw","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058304178776,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503403159908,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","raw","Raw","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.131658082609212,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","raw","Raw","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","raw","Raw","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","raw","Raw","SPLIT10","Sacurine"
"runtime_sec",0.05,"lower",1,"seconds","","sacurine","raw","Raw","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","raw","Raw","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","raw","Raw","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.0241181676205405,"higher",3,"weighted R-squared","","sacurine","raw","Raw","SPLIT10","Sacurine"
"biological_associated_features",30,"context",339,"feature-variable tests","","sacurine","raw","Raw","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.535009679276094,"higher",3,"correlation","","sacurine","raw","Raw","SPLIT10","Sacurine"
"heldout_qc_cv_mean",23.1218969138977,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"heldout_qc_cv_sd",10.6757977450075,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"heldout_qc_cv_median",20.3063928669747,"lower",113,"percent","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0684058359503175,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0800503430158542,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.128318584070796,"lower",226,"proportion","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.000511163884187993,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","combat","ComBat","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"runtime_sec",1.684,"lower",1,"seconds","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.0269894116515147,"higher",3,"weighted R-squared","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"biological_associated_features",31,"context",339,"feature-variable tests","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.529143990274528,"higher",3,"correlation","","sacurine","combat","ComBat","SPLIT10","Sacurine"
"heldout_qc_cv_mean",17.1854800729099,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"heldout_qc_cv_sd",20.8265221305894,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"heldout_qc_cv_median",10.6167873390681,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0381591484838572,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0422258655231627,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.000116024968222911,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"runtime_sec",1.219,"lower",1,"seconds","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.0395687139340066,"higher",3,"weighted R-squared","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"biological_associated_features",35,"context",339,"feature-variable tests","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.531210204130736,"higher",3,"correlation","","sacurine","qc_rlsc","QC-RLSC","SPLIT10","Sacurine"
"heldout_qc_cv_mean",7.9549854233891,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"heldout_qc_cv_sd",9.87441237115016,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"heldout_qc_cv_median",5.93652416160889,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0369942064038858,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0469864579991434,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.0136949145701665,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"runtime_sec",11.363,"lower",1,"seconds","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.0482033884989215,"higher",3,"weighted R-squared","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"biological_associated_features",48,"context",339,"feature-variable tests","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.495214817644628,"higher",3,"correlation","","sacurine","qc_rfsc","QC-RFSC","SPLIT10","Sacurine"
"heldout_qc_cv_mean",10.0686940239687,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"heldout_qc_cv_sd",6.5189129625497,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"heldout_qc_cv_median",8.31340866174975,"lower",113,"percent","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0400766438393198,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0537391116259158,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.0176991150442478,"lower",226,"proportion","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.00189411989381267,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"runtime_sec",91.262,"lower",1,"seconds","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.03675497472902,"higher",3,"weighted R-squared","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"biological_associated_features",33,"context",339,"feature-variable tests","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.50359309421663,"higher",3,"correlation","","sacurine","tiger","TIGER","SPLIT10","Sacurine"
"heldout_qc_cv_mean",17.3605759609373,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"heldout_qc_cv_sd",7.8982305862357,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"heldout_qc_cv_median",14.9457611341973,"lower",113,"percent","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0621450180522114,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0785757430998457,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.0973451327433628,"lower",226,"proportion","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.00244307324338214,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"runtime_sec",56.888,"lower",1,"seconds","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"biological_weighted_pc_r2",0.0304861178343374,"higher",3,"weighted R-squared","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"biological_associated_features",40,"context",339,"feature-variable tests","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"cross_batch_effect_pearson_median",0.536557496464617,"higher",3,"correlation","","sacurine","serrf","SERRF","SPLIT10","Sacurine"
"heldout_qc_cv_mean",14.9837729868028,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"heldout_qc_cv_sd",9.47554690428689,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"heldout_qc_cv_median",12.4716249581506,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"residual_run_order_gam_mean_deviance",0.0435329377689669,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"residual_run_order_gam_sd_deviance",0.0508093146561416,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"residual_ljung_box_proportion_significant",0.0265486725663717,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"batch_weighted_pc_r2_categorical",0.000580132266497222,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"runtime_sec",0.944,"lower",1,"seconds","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
"drift_profiles_corrected",52,"descriptive",226,"profiles","","sacurine","winn_auto_qc","WiNN auto (QC)","SPLIT10","Sacurine"
